AA_MAXRMS,AA_NumberofsamplesaboveRMSTH,AA_LogicalIgnition,InstallStationId,AfterCrashStoppingStatus3,VehicleManu,VehicleModel,MokedStatusDesc,IMPACTX,IMPACTY,IMPACTZ,ORX,ORY,ORZ,Speed,XaxisEnabled,YaxisEnabled,ZaxisEnabled,IMPACTXYZAvg,MaxIMPACTAxis,vtype
2.54325,1,1,0,0,Dacia,Sandero Stepway,false_alarm,-0.7040001,2.444,2.056,0.028,0.004,-0.952,90,1,1,0,7,Y,Private                                 
3.9195,1,0,0,1,Toyota,Sienna,false_alarm,0.028,-0.392,3.9,-0.78,0.008,-0.636,1,0,1,1,6,Z,Min Van (6+1)                           
2.55825,0,0,0,1,Nissan,Qashqai,false_alarm,-0.864,-2.408,-1.416,-0.06,-0.392,-0.9120001,6,1,1,0,6,Y,CrossOver                               
2.208,0,0,0,0,Dacia,Logan,false_alarm,0.376,2.176,-0.132,0.3,0.08000001,-0.9480001,17,1,1,0,4,Y,Private                                 
2.60425,1,0,0,0,Nissan,Juke,false_alarm,-0.072,-2.476,-0.804,-0.02,-0.988,-0.08400001,47,1,1,1,5,Y,CrossOver                               
4.384,0,0,0,1,Dacia,Sandero Stepway,false_alarm,0,4.384,-0.044,-0.024,-0.008,-0.9400001,1,1,1,0,6,Y,Private                                 
2.2285,0,0,0,0,Renault,Grand Coupe,false_alarm,-0.236,2.216,-0.108,0.036,-0.09200001,-0.812,17,1,1,0,4,Y,Private                                 
2.28375,0,0,0,0,Dacia,Sandero Stepway,false_alarm,0.668,2.184,0.028,0.244,-0.052,-1.072,42,1,1,0,4,Y,Private                                 
2.469,1,0,0,1,Toyota,Sienna,false_alarm,0.492,0.072,-2.468,-0.78,0.008,-0.636,0,0,1,1,5,Z,Min Van (6+1)                           
2.21675,0,0,0,0,Renault,Grand Coupe,false_alarm,-0.148,2.212,0.344,-0.02,0.064,-1.06,64,1,1,0,4,Y,Private                                 
2.26625,0,0,0,0,Nissan,Qashqai,false_alarm,-1.428,-1.76,-1.804,-0.116,-0.444,-0.892,92,1,1,0,6,Z,CrossOver                               
2.78075,0,0,0,1,Toyota,RAV 4,no_answer,0.56,-2.724,0.148,-0.016,0.052,-0.9960001,5,1,1,0,5,Y,CrossOver                               
2.16975,0,0,0,0,Nissan,Qashqai,false_alarm,0.832,-2.004,-1.804,0.028,-0.416,-0.9720001,35,1,1,0,6,Y,CrossOver                               
2.191,0,0,0,0,Nissan,Qashqai,bumper,2.088,0.664,-1.072,-0.06,-0.424,-0.936,25,1,1,0,5,X,CrossOver                               
2.2385,1,0,0,1,Renault,Captur,false_alarm,-0.172,-2.232,-1.644,0.052,-0.7040001,-0.772,4,1,1,0,6,Y,Private                                 
3.60425,1,0,0,0,Nissan,Qashqai,false_alarm,3.604,0.056,-0.568,-0.14,-0.504,-0.876,38,1,1,0,6,X,CrossOver                               
2.196,0,0,0,0,Nissan,Qashqai,false_alarm,0.188,2.188,-1.508,-0.028,-0.436,-0.956,48,1,1,0,5,Y,CrossOver                               
2.69675,0,0,0,1,Renault,Clio,false_alarm,2.696,0.064,0.004,-0.012,-0.268,-0.936,0,1,1,0,4,X,Private                                 
2.0595,0,0,0,0,Renault,Grand Coupe,false_alarm,-0.124,2.056,0.268,0.012,0.036,-1.012,51,1,1,0,4,Y,Private                                 
2.57575,1,0,0,0,Renault,Grand Coupe,false_alarm,-0.956,2.392,0.124,-0.056,0.08800001,-1.036,99,1,1,0,5,Y,Private                                 
4.356,0,0,0,1,Dacia,Sandero Stepway,false_alarm,0.012,4.356,0.024,0.196,0.004,-1.052,1,1,1,0,6,Y,Private                                 
2.4185,0,0,0,0,Renault,Grand Coupe,false_alarm,0.564,2.352,0.012,-0.048,0.024,-0.984,21,1,1,0,4,Y,Private                                 
2.3145,0,0,0,1,Toyota,Yaris,false_alarm,0.608,0.176,-2.308,-0.9760001,-0.256,0.052,1,0,1,1,5,Z,Private                                 
2.54625,1,0,0,1,Nissan,X-trail,false_alarm,2.304,1.084,-2.976,-0.044,0.336,-0.9080001,0,1,1,0,8,Z,CrossOver                               
2.624,1,0,0,0,Nissan,X-trail,false_alarm,-2.284,-1.292,1.168,0.068,-0.364,-0.956,62,1,1,0,6,X,CrossOver                               
5.59825,0,0,0,1,Toyota,Sienna,false_alarm,-1.88,-1.576,-5.372,-0.7920001,0.024,-0.612,1,0,1,1,10,Z,Min Van (6+1)                           
2.10225,0,0,0,0,Nissan,Qashqai,false_alarm,0.508,2.04,0.864,-0.08000001,-0.436,-0.9080001,90,1,1,0,5,Y,CrossOver                               
5.07,2,0,0,0,Nissan,Qashqai,false_alarm,-4.248,2.768,-0.108,-0.028,-0.476,-0.896,54,1,1,0,9,X,CrossOver                               
2.192,0,0,0,0,Nissan,X-trail,false_alarm,0.004,2.192,-1.86,-0.008,0.332,-0.9760001,71,1,1,0,6,Y,CrossOver                               
2.334,0,0,0,1,Toyota,Corolla,no_answer,2.296,0.42,-1.036,-0.056,-0.036,-1.028,5,1,1,0,5,X,Private                                 
2.785,1,0,0,0,Dacia,Logan,false_alarm,2.768,0.308,-0.148,0.232,0.256,-0.9080001,19,1,1,0,5,X,Private                                 
2.67,0,0,0,1,Toyota,Camry,false_alarm,-0.472,-2.628,6.144,0.2,-0.028,-0.9760001,0,1,1,0,11,Z,Private                                 
2.149,0,0,0,0,Renault,Grand Coupe,false_alarm,0.664,-2.044,-0.124,0.016,-0.016,-0.9960001,49,1,1,0,4,Y,Private                                 
2.15025,0,0,0,0,Dacia,Sandero Stepway,false_alarm,0.992,1.908,-0.008,0.064,0.112,-1.044,61,1,1,0,4,Y,Private                                 
2.37575,1,0,0,0,Renault,Grand Coupe,false_alarm,0.136,2.372,-0.292,0.008,0.036,-1.016,36,1,1,0,4,Y,Private                                 
3.98025,1,0,0,0,Nissan,X-trail,false_alarm,-3.572,1.756,-0.72,0,-0.412,-0.904,129,1,1,0,8,X,CrossOver                               
2.3055,0,0,0,0,Nissan,X-trail,false_alarm,-0.284,-2.288,-2.336,-0.068,-0.46,-0.876,30,1,1,0,6,Z,CrossOver                               
2.06425,0,0,0,0,Renault,Koleos,false_alarm,-2.064,0.04,-0.22,-0.7040001,-0.032,-0.712,31,1,1,0,4,X,CrossOver                               
2.40425,0,0,0,0,Nissan,X-trail,false_alarm,-1.104,-2.136,0.344,0.064,-0.396,-0.956,90,1,1,0,5,Y,CrossOver                               
2.2015,0,0,0,0,Nissan,Sentra,false_alarm,1.604,-1.508,-0.868,0.164,0.208,-0.9960001,14,1,1,0,5,X,Private                                 
2.1325,1,0,0,0,Renault,Grand Coupe,false_alarm,-0.992,-1.888,1.208,0.08800001,-0.052,-1.036,33,1,1,0,6,Y,Private                                 
3.904,3,0,0,1,Dacia,Lodgy,false_alarm,-0.004,-2.512,-3.904,0.036,-0.9760001,0.252,2,1,0,1,8,Z,Commercial                              
-8.045751,2,0,0,1,Nissan,Sentra,false_alarm,2.06,8.08,2.384,-0.096,0.108,-0.9760001,4,1,1,0,14,Y,Private                                 
3.5455,1,0,0,0,Nissan,X-trail,false_alarm,-2.312,-2.688,-0.388,-0.12,0.304,-0.9760001,111,1,1,0,7,Y,CrossOver                               
2.4745,1,0,0,0,Renault,Grand Coupe,false_alarm,-0.7320001,2.352,-0.236,-0.02,0.032,-1.06,59,1,1,1,5,Y,Private                                 
3.53725,2,0,0,0,Renault,Grand Coupe,false_alarm,-0.8240001,3.44,-0.292,-0.056,-0.052,-0.9960001,36,1,1,0,6,Y,Private                                 
2.332,0,0,0,0,Renault,Clio,false_alarm,-1.232,1.98,-2.668,0,0.16,-1.028,109,1,1,0,7,Z,Private                                 
2.668,0,0,0,0,Renault,Grand Coupe,false_alarm,0.148,2.664,-0.012,-0.06,-0.048,-0.9080001,73,1,1,0,4,Y,Private                                 
2.217,1,0,0,1,Dacia,Sandero Stepway,false_alarm,0.276,-2.2,-0.56,-0.24,-0.476,-0.872,4,1,1,0,5,Y,Private                                 
2.357,1,0,0,1,Nissan,X-trail,false_alarm,-2.348,-0.208,-0.544,-0.032,-0.028,-1.032,0,1,1,0,5,X,CrossOver                               
3.47325,1,0,0,1,Toyota,Yaris,false_alarm,-0.7320001,-0.42,3.448,-0.932,-0.3,0.136,14,0,1,1,6,Z,Private                                 
3.47325,1,0,0,1,Toyota,Yaris,false_alarm,-0.7320001,-0.42,3.448,-0.932,-0.3,0.136,14,0,1,1,6,Z,Private                                 
2.75975,1,0,0,1,Renault,Clio,false_alarm,-2.692,0.608,-0.808,0.252,0.164,-1.012,4,1,1,0,6,X,Private                                 
2.138,1,0,0,0,Dacia,Sandero Stepway,false_alarm,0.24,-1.96,-0.8200001,0.144,-0.164,-1.028,74,1,1,1,5,Y,Private                                 
2.6155,1,0,0,1,Toyota,Corolla,false_alarm,-2.608,0.2,1.444,-0.16,0.024,-1.028,0,1,1,0,6,X,Private                                 
2.706,0,0,0,0,Dacia,Sandero Stepway,false_alarm,0.804,2.584,0.652,0.196,0,-1.044,61,1,1,0,6,Y,Private                                 
2.58175,0,0,0,0,Nissan,X-trail,false_alarm,0.268,-2.568,1.772,-0.208,0.384,-0.9,35,1,1,0,6,Y,CrossOver                               
2.55625,0,0,0,1,Toyota,Corolla,false_alarm,2.292,1.132,-0.428,0.124,-0.012,-1.028,3,1,1,0,5,X,Private                                 
2.49875,0,0,0,1,Toyota,Corolla,false_alarm,-2.492,0.184,-0.544,-0.036,-0.008,-0.9760001,0,1,1,0,5,X,Private                                 
2.294,0,0,0,0,Renault,Clio,no_answer,-0.416,2.256,-0.612,0.02,0.236,-1.012,20,1,1,0,5,Y,Private                                 
2.2135,1,0,0,0,Renault,Grand Coupe,false_alarm,-1.136,1.9,-0.004,0.104,0.04,-1.064,23,1,1,0,5,Y,Private                                 
2.39475,0,0,0,1,Lexus,IS300,false_alarm,-2.384,-0.228,-0.44,-0.608,0.036,-0.8240001,0,1,1,0,5,X,Private                                 
3.57,0,0,0,1,Toyota,Corolla,false_alarm,3.484,-0.78,-0.96,0.1,-0.068,-0.992,0,1,1,0,7,X,Private                                 
2.913,0,0,0,1,Renault,Captur,false_alarm,-0.804,-1.484,-2.8,-0.2,-0.784,-0.7,4,1,0,1,7,Z,Private                                 
2.4325,0,0,0,0,Renault,Grand Coupe,false_alarm,2.296,0.804,0.248,-0.028,0.26,-0.952,90,1,1,0,5,X,Private                                 
2.26475,1,0,0,0,Dacia,Sandero Stepway,false_alarm,-0.24,-2.252,-0.364,0.124,-0.16,-1.04,65,1,1,0,4,Y,Private                                 
2.2695,0,0,0,0,Renault,Grand Coupe,false_alarm,0.08400001,2.268,-0.096,0.012,0.08800001,-0.9160001,48,1,1,0,4,Y,Private                                 
2.15975,1,0,0,1,Nissan,Qashqai,false_alarm,1.624,1.424,4.38,-0.184,-0.48,-0.872,3,1,1,0,9,Z,CrossOver                               
2.176,0,0,0,0,Nissan,X-trail,false_alarm,-0.188,-2.168,-0.216,-0.168,0.308,-0.964,46,1,1,0,4,Y,CrossOver                               
2.28275,0,0,0,0,Nissan,Qashqai,false_alarm,0.42,2.244,-1.544,0.004,-0.428,-0.984,11,1,1,0,6,Y,CrossOver                               
2.85125,0,0,0,0,Dacia,Dokker,false_alarm,-0.14,1.788,-2.848,-0.22,0.8560001,0.392,33,1,0,1,6,Z,Commercial                              
2.85475,2,0,0,0,Nissan,X-trail,false_alarm,-2.508,-1.364,-1.212,0.08000001,0.36,-1,32,1,1,0,7,X,CrossOver                               
2.85475,2,0,0,0,Nissan,X-trail,false_alarm,-2.508,-1.364,-1.212,0.08000001,0.36,-1,32,1,1,0,7,X,CrossOver                               
2.233,0,0,0,0,Nissan,X-trail,false_alarm,0.072,-2.232,-0.404,-0.064,0.472,-0.9120001,28,1,1,0,4,Y,CrossOver                               
2.589,0,0,0,0,Renault,Grand Coupe,false_alarm,0.26,-2.576,-0.3,-0.14,-0.068,-1.02,45,1,1,0,5,Y,Private                                 
2.286,0,0,0,0,Nissan,X-trail,false_alarm,1.464,1.756,-1.428,-0.048,0.364,-0.9400001,50,1,1,0,6,Y,CrossOver                               
2.164,0,0,0,1,Renault,Captur,false_alarm,-0.9,-1.448,1.968,0.024,-0.7320001,-0.708,2,1,0,1,6,Z,Private                                 
2.057,0,0,0,0,Nissan,Qashqai,false_alarm,-0.232,2.044,2.16,0.06,-0.44,-0.956,27,1,1,0,6,Z,CrossOver                               
2.06175,0,0,0,0,Nissan,Qashqai,false_alarm,0.64,-1.96,1.124,-0.124,-0.38,-0.9680001,12,1,1,0,5,Y,CrossOver                               
4.472,0,0,0,0,Nissan,Qashqai,false_alarm,4.472,0.028,-0.024,0.032,-0.468,-0.868,37,1,1,0,6,X,CrossOver                               
2.0665,0,0,0,0,Renault,Captur,false_alarm,0.436,-2.02,-2.016,0.116,-0.168,-1,30,1,1,0,6,Y,Private                                 
2.18425,0,0,0,0,Renault,Captur,false_alarm,0.86,-0.156,-2.008,-0.08000001,-0.788,-0.724,59,1,0,1,5,Z,Private                                 
2.12175,0,0,0,0,Dacia,Sandero Stepway,false_alarm,0.492,2.064,-1.652,0.16,-0.12,-1.04,40,1,1,0,6,Y,Private                                 
2.7835,1,0,0,1,Nissan,X-trail,false_alarm,0.444,-0.34,-2.748,0.004,0.952,-0.248,0,1,0,1,5,Z,CrossOver                               
2.10475,0,0,0,0,Dacia,Sandero Stepway,no_answer,0.296,2.084,-0.8240001,0.144,-0.164,-1.028,55,1,1,0,5,Y,Private                                 
2.39475,2,0,0,0,Dacia,Dokker,false_alarm,0.18,0.08000001,-2.388,-0.156,0.868,0.468,57,1,0,1,4,Z,Commercial                              
2.60175,1,0,0,0,Nissan,X-trail,false_alarm,0.1,2.6,-3.256,-0.188,0.004,-0.96,58,1,1,0,7,Z,CrossOver                               
2.15375,1,0,0,0,Nissan,X-trail,false_alarm,-0.16,2.148,-1.172,-0.156,0,-1.008,32,1,1,0,5,Y,CrossOver                               
2.7245,0,0,0,1,Toyota,Corolla,false_alarm,2.664,-0.572,-0.208,-0.024,-0.08400001,-0.992,0,1,1,0,5,X,Private                                 
3.57775,0,0,0,0,Nissan,X-trail,false_alarm,0.7040001,3.508,2.088,0.08400001,-0.336,-0.932,85,1,1,0,8,Y,CrossOver                               
2.14475,0,0,0,1,Nissan,Qashqai,bumper,0.116,0.08800001,2.14,-0.144,-0.484,-0.8880001,2,1,1,1,4,Z,CrossOver                               
2.617,2,0,0,0,Nissan,Qashqai,false_alarm,-1.436,-2.188,-0.8880001,-0.036,-0.416,-0.932,67,1,1,0,6,Y,CrossOver                               
2.617,2,0,0,0,Nissan,Qashqai,false_alarm,-1.436,-2.188,-0.8880001,-0.036,-0.416,-0.932,67,1,1,0,6,Y,CrossOver                               
2.617,2,0,0,0,Nissan,Qashqai,false_alarm,-1.436,-2.188,-0.8880001,-0.036,-0.416,-0.932,67,1,1,0,6,Y,CrossOver                               
3.80175,0,0,0,1,Toyota,C-HR,false_alarm,0.872,-0.12,-3.8,-0.9680001,0.184,0.008,2,0,1,1,6,Z,CrossOver                               
2.38125,0,0,0,1,Nissan,Qashqai,no_answer,-0.08000001,2.38,2.592,0.004,-0.408,-0.9400001,3,1,1,0,7,Z,CrossOver                               
2.2225,0,0,0,0,Renault,Grand Coupe,false_alarm,1.16,1.372,-1.896,0.064,-1.028,0.068,39,1,0,1,6,Z,Private                                 
4.476,0,0,0,1,Nissan,Qashqai,false_alarm,4.476,-0.008,0.02,0.008,-0.416,-0.988,1,1,1,0,6,X,CrossOver                               
2.7615,1,0,0,0,Renault,Captur,false_alarm,1.156,2.508,1.244,0.132,-0.188,-0.9720001,31,1,1,0,6,Y,Private                                 
2.35575,0,0,0,0,Renault,Grand Coupe,false_alarm,0.528,-2.296,-0.272,0.008,-0.072,-1.004,25,1,1,0,5,Y,Private                                 
3.1605,0,0,0,1,Toyota,RAV 4,no_answer,2.052,2.404,1,0.06,-0.052,-1,5,1,1,0,7,Y,CrossOver                               
2.41075,0,0,0,0,Renault,Grand Coupe,false_alarm,-1.9,-1.484,-0.7640001,-0.044,0.06,-1.004,49,1,1,0,6,X,Private                                 
2.27175,0,0,0,0,Renault,Grand Coupe,false_alarm,0.74,2.148,-0.004,0.04,0.012,-1.032,55,1,1,0,4,Y,Private                                 
2.356,1,0,0,0,Nissan,Qashqai,no_answer,0.024,2.356,2.416,0.024,-0.404,-1.028,52,1,1,0,6,Z,CrossOver                               
4.56425,0,0,0,0,Nissan,X-trail,false_alarm,-0.064,4.564,-0.144,-0.132,-0.016,-0.924,87,1,1,0,6,Y,CrossOver                               
2.19,0,0,0,1,Nissan,Qashqai,false_alarm,2.06,0.744,0.752,-0.012,-0.332,-0.988,4,1,1,0,5,X,CrossOver                               
2.07425,0,0,0,0,Dacia,Duster,false_alarm,-1.244,0.172,-1.66,-0.124,0.72,-0.72,43,1,0,1,5,Z,CrossOver                               
2.258,0,0,0,0,Renault,Captur,false_alarm,-0.86,-0.064,-2.088,-0.04,-0.86,-0.6760001,95,1,0,1,5,Z,Private                                 
2.18625,0,0,0,0,Dacia,Sandero Stepway,no_answer,-0.428,2.144,0.9400001,-0.156,0.312,-0.984,30,1,1,0,5,Y,Private                                 
2.157,0,0,0,1,Renault,Captur,false_alarm,0.724,-1.784,2.032,-0.128,-0.876,-0.58,2,1,0,1,6,Z,Private                                 
2.11375,0,0,0,0,Nissan,X-trail,false_alarm,1.996,-0.696,0.9680001,-0.028,-0.448,-0.9120001,17,1,1,0,5,X,CrossOver                               
2.1995,0,0,0,0,Nissan,Qashqai,no_answer,2.092,-0.072,-0.68,-0.168,-0.988,0.064,87,1,0,1,4,X,CrossOver                               
3.54975,0,0,0,0,Nissan,Qashqai,false_alarm,-0.112,-3.548,-2.94,0.016,-0.428,-0.9440001,43,1,1,0,8,Y,CrossOver                               
2.449,0,0,0,0,Dacia,Duster,false_alarm,-0.16,2.444,0.44,-0.056,0.64,-0.848,48,1,1,0,5,Y,CrossOver                               
7.914001,2,0,0,0,Nissan,Qashqai,bumper,-1.472,-7.776,-7.244,0.004,-0.416,-0.9480001,50,1,1,0,15,Y,CrossOver                               
2.136,0,0,0,0,Renault,Grand Coupe,false_alarm,-0.012,2.136,0.212,-0.04,-0.016,-0.964,16,1,1,0,4,Y,Private                                 
2.645,0,0,0,1,Renault,Grand Coupe,false_alarm,0.22,-2.636,-0.028,0.004,0.08000001,-0.98,4,1,1,0,4,Y,Private                                 
2.357,0,0,0,0,Nissan,Micra,false_alarm,0.072,2.356,0.708,-0.008,-0.48,-0.904,42,1,1,0,5,Y,Private                                 
2.35175,1,0,0,1,Nissan,X-trail,false_alarm,-2.336,-0.272,-0.352,0.024,-0.392,-0.952,4,1,1,0,4,X,CrossOver                               
2.12975,0,0,0,1,Nissan,X-trail,sidewalk,-0.276,-2.112,-2.34,-0.044,-0.42,-0.952,0,1,1,0,6,Z,CrossOver                               
3.3195,1,0,0,1,Lexus,IS300,false_alarm,-3.312,0.224,-1.22,-0.032,0,-1.036,0,1,1,0,6,X,Private                                 
3.56525,1,0,0,1,Nissan,Qashqai,false_alarm,3.5,-0.68,-1.936,-0.04,-0.364,-0.96,4,1,1,0,8,X,CrossOver                               
2.676,1,0,0,0,Nissan,Qashqai,false_alarm,1.176,2.404,4.404,-0.124,-0.46,-0.8800001,74,1,1,0,9,Z,CrossOver                               
2.308,0,0,0,0,Renault,Grand Coupe,false_alarm,-0.54,2.244,0.09200001,-0.08400001,-0.07600001,-1.016,46,1,1,0,4,Y,Private                                 
4.06425,0,0,0,1,Toyota,Sienna,false_alarm,0.168,0.188,4.06,-0.776,0.02,-0.636,0,0,1,1,6,Z,Min Van (6+1)                           
2.79775,0,0,0,0,Nissan,Qashqai,false_alarm,0.18,-2.792,-1.408,0.036,-0.428,-0.928,17,1,1,0,6,Y,CrossOver                               
2.6255,0,0,0,1,Renault,Grand Coupe,false_alarm,0.304,-2.6,-0.204,-0.048,0.004,-0.936,4,1,1,1,5,Y,Private                                 
2.194,0,0,0,0,Dacia,Logan,no_answer,0.164,-2.188,-0.724,-0.036,0.068,-1.072,57,1,1,0,5,Y,Private                                 
2.2855,0,0,0,0,Dacia,Lodgy,false_alarm,0.7920001,0.332,-2.144,0.064,-0.988,0.164,22,1,0,1,5,Z,Commercial                              
2.52475,0,0,0,0,Nissan,Micra,false_alarm,-0.452,2.484,0.236,0.012,0.328,-0.9400001,89,1,1,0,5,Y,Private                                 
3.21075,3,0,0,0,Nissan,Qashqai,no_answer,-3.2,0.264,1.268,0.104,-0.316,-1.076,71,1,1,0,6,X,CrossOver                               
2.29775,0,0,0,0,Renault,Grand Coupe,false_alarm,-0.164,2.292,0.468,0.08400001,0.048,-1.008,30,1,1,0,4,Y,Private                                 
2.0675,0,0,0,0,Renault,Clio,pit,-2.056,0.22,0.516,0,-0.16,0.992,30,1,1,0,4,X,Private                                 
2.70525,0,0,0,0,Renault,Grand Coupe,false_alarm,-0.224,2.696,0.428,-0.036,0.024,-1,72,1,1,0,5,Y,Private                                 
2.55625,0,0,0,0,Renault,Grand Coupe,false_alarm,1.172,2.272,0.132,0.028,0.18,-1.016,62,1,1,0,5,Y,Private                                 
3.6055,1,0,0,0,Nissan,Qashqai,false_alarm,1.848,-3.096,0.18,0.036,-0.404,-0.96,55,1,1,0,7,Y,CrossOver                               
2.2335,0,0,0,0,Nissan,Qashqai,false_alarm,1.168,-1.904,-1.232,-0.104,-0.456,-0.9440001,33,1,1,0,6,Y,CrossOver                               
2.54975,0,0,0,1,Toyota,Corolla,false_alarm,2.54,-0.224,1.14,0.276,-0.048,-0.964,0,1,1,0,5,X,Private                                 
3.24025,1,0,0,0,Renault,Captur,false_alarm,2.212,-2.368,-1.912,-0.068,-0.728,-0.744,51,1,1,0,8,Y,Private                                 
2.20125,0,0,0,0,Nissan,X-trail,false_alarm,1.112,1.9,5.056,0.08000001,-0.424,-0.924,39,1,1,0,10,Z,CrossOver                               
2.672,1,0,0,1,Dacia,Sandero Stepway,false_alarm,-1.616,-2.128,-0.984,0.068,0.008,-1.068,2,1,1,0,6,Y,Private                                 
2.149,0,0,0,0,Renault,Grand Coupe,false_alarm,-0.352,2.12,-0.168,-0.04,0.08800001,-1.008,56,1,1,0,4,Y,Private                                 
2.27075,0,0,0,0,Renault,Grand Coupe,false_alarm,-0.636,2.18,-0.64,0.08000001,0.096,-1.1,38,1,1,0,5,Y,Private                                 
4.208,1,0,0,1,Nissan,X-trail,false_alarm,-3.312,2.596,0.348,-0.008,0.152,-0.9960001,4,1,1,0,8,X,CrossOver                               
2.45725,0,0,0,0,Nissan,Qashqai,false_alarm,2.1,1.276,-0.716,-0.036,-0.456,-0.896,15,1,1,0,6,X,CrossOver                               
2.156,0,0,0,1,Nissan,Qashqai,false_alarm,2.156,0.008,-0.004,0.016,-0.372,-1.008,1,1,1,0,4,X,CrossOver                               
2.1535,0,0,0,0,Renault,Grand Coupe,field,0.156,2.148,-0.128,-0.06,-0.048,-0.9080001,95,1,1,0,4,Y,Private                                 
2.50175,0,0,0,1,Nissan,Sentra,false_alarm,1.056,2.268,0.612,0.004,0.168,-1.032,4,1,1,0,5,Y,Private                                 
2.06775,0,0,0,1,Renault,Grand Coupe,false_alarm,-0.256,2.052,0.104,-0.036,-0.044,-0.992,4,1,1,0,4,Y,Private                                 
2.206,0,0,0,1,Nissan,X-trail,false_alarm,-0.212,-2.196,-0.508,-0.212,-0.036,-0.9440001,0,1,1,0,4,Y,CrossOver                               
2.11325,0,0,0,0,Nissan,Sentra,false_alarm,-2.108,-0.152,-0.8,0.004,0.3,-0.992,28,1,1,0,5,X,Private                                 
2.269,0,0,0,0,Dacia,Sandero Stepway,false_alarm,0.308,2.248,0.288,0.188,-0.032,-1.084,71,1,1,0,4,Y,Private                                 
2.264,0,0,0,0,Nissan,Qashqai,no_answer,2.236,0.356,-1.492,-0.024,-0.432,-0.9400001,41,1,1,0,6,X,CrossOver                               
2.516,0,0,0,1,Toyota,Corolla,false_alarm,2.5,0.284,-0.568,0.044,-0.108,-1.032,4,1,1,0,5,X,Private                                 
3.78525,0,0,0,1,Nissan,Sentra,false_alarm,0.104,3.784,1.908,0.052,-0.2,-1.02,0,1,1,0,7,Y,Private                                 
2.88125,0,0,0,1,Toyota,Corolla,false_alarm,-2.8,-0.68,1.312,-0.112,-0.024,-1.024,0,1,1,0,6,X,Private                                 
2.09225,0,0,0,0,Nissan,Juke,no_answer,1.94,-0.036,-0.784,0.032,0.9760001,-0.132,39,1,0,1,4,X,CrossOver                               
2.27925,1,0,0,0,Renault,Grand Coupe,false_alarm,-0.124,2.276,0.112,-0.04,-0.032,-0.9960001,109,1,1,0,4,Y,Private                                 
2.24125,0,0,0,0,Nissan,X-trail,false_alarm,-2.184,-0.504,-2.188,0.044,-0.356,-0.952,110,1,1,0,6,Z,CrossOver                               
2.08775,0,0,0,1,Renault,Grand Coupe,false_alarm,0.128,2.084,0.116,0.036,0.036,-1.044,0,1,1,0,4,Y,Private                                 
2.30225,0,0,0,1,Nissan,Sentra,false_alarm,-2.156,-0.808,-0.388,0.004,0.308,-0.9960001,4,1,1,0,5,X,Private                                 
3.04925,0,0,0,1,Toyota,Corolla,false_alarm,2.984,0.628,-2.092,-0.056,0.028,-0.9960001,0,1,1,0,7,X,Private                                 
2.28075,0,0,0,0,Nissan,X-trail,false_alarm,2.136,-0.8,-0.244,-0.068,0.396,-0.9680001,50,1,1,0,5,X,CrossOver                               
2.21725,1,0,0,0,Nissan,Qashqai,false_alarm,-0.08000001,-2.216,1.688,-0.04,-0.396,-0.9680001,85,1,1,0,5,Y,CrossOver                               
2.397,1,0,0,1,Lexus,CT200h,false_alarm,2.148,-1.064,-0.216,-0.004,-0.12,-0.984,0,1,1,0,5,X,Private                                 
2.8105,0,0,0,0,Nissan,Qashqai,false_alarm,-0.66,2.732,3.248,0.1,0.332,-0.896,61,1,1,0,8,Z,CrossOver                               
2.74425,1,0,0,0,Renault,Grand Coupe,false_alarm,-0.156,2.74,-0.18,-0.048,0.004,-0.936,29,1,1,0,5,Y,Private                                 
3.01075,0,0,0,1,Toyota,Corolla,no_answer,-2.948,-0.612,0.548,0.02,-0.044,-1.012,0,1,1,0,6,X,Private                                 
3.33775,0,0,0,1,Toyota,Corolla,false_alarm,-0.9760001,3.192,-1.76,-0.112,-0.024,-1.024,1,1,1,0,7,Y,Private                                 
2.156,0,0,0,0,Renault,Captur,false_alarm,0.188,-2.148,0.472,0.048,-0.72,-0.7640001,23,1,1,0,4,Y,Private                                 
3.1085,0,0,0,1,Toyota,Yaris,false_alarm,0.516,0.06,-3.108,-0.98,0.004,0.036,5,0,1,1,5,Z,Private                                 
2.641,1,0,0,0,Nissan,Sentra,false_alarm,2.064,1.648,-1.772,-0.052,-0.136,-0.984,56,1,1,0,7,X,Private                                 
2.49475,0,0,0,0,Nissan,X-trail,false_alarm,-2.488,-0.184,-2.332,-0.116,-0.42,-0.9480001,129,1,1,0,7,X,CrossOver                               
2.49475,0,0,0,0,Nissan,X-trail,false_alarm,-2.488,-0.184,-2.332,-0.116,-0.42,-0.9480001,129,1,1,0,7,X,CrossOver                               
2.68875,0,0,0,1,Toyota,Yaris,false_alarm,-2.72,-1.628,-2.14,-0.96,-0.26,0.07600001,0,0,1,1,8,X,Private                                 
2.55575,0,0,0,1,Toyota,Corolla,false_alarm,-1.216,2.248,1.88,0,-0.008,-0.9680001,21,1,1,0,7,Y,Private                                 
2.20625,0,0,0,1,Renault,Grand Coupe,false_alarm,2.204,-0.1,0,-0.044,0.024,-0.988,0,1,1,0,4,X,Private                                 
2.16225,0,0,0,0,Nissan,Juke,false_alarm,1.84,-0.636,1.136,-0.152,-1.084,0.184,34,1,0,1,5,X,CrossOver                               
