AA_MAXRMS,AA_NumberofsamplesaboveRMSTH,AA_LogicalIgnition,InstallStationId,AfterCrashStoppingStatus3,VehicleManu,VehicleModel,MokedStatusDesc,IMPACTX,IMPACTY,IMPACTZ,ORX,ORY,ORZ,Speed,XaxisEnabled,YaxisEnabled,ZaxisEnabled,IMPACTXYZAvg,MaxIMPACTAxis,vtype
2.921,1,1,0,1,Renault,Captur,no_answer,-0.08400001,1.032,2.92,-0.004,-0.808,-0.724,0,1,0,1,6,Z,Private                                 
2.44125,1,1,0,1,Nissan,X-trail,no_answer,-0.748,2.324,0.292,0.02,-0.204,-1,0,1,1,0,5,Y,CrossOver                               
3.098,3,1,0,1,Hyundai,IoniQ,false_alarm,-0.296,-0.296,3.084,-0.08800001,-0.952,0.324,4,1,0,1,5,Z,Private                                 
3.098,3,1,0,1,Hyundai,IoniQ,false_alarm,-0.296,-0.296,3.084,-0.08800001,-0.952,0.324,4,1,0,1,5,Z,Private                                 
2.5085,4,1,0,1,Dacia,Sandero Stepway,false_alarm,-1.168,2.22,-1.828,0.196,0.044,-1.008,3,1,1,0,7,Y,Private                                 
2.3315,1,1,0,1,Nissan,X-trail,false_alarm,0.192,2.144,0.896,-0.2,-0.028,-0.952,0,1,1,1,5,Y,CrossOver                               
4.564,5,1,0,1,Hyundai,IoniQ,accident,-4.56,0.196,-0.036,-0.32,-0.036,-0.988,1,1,1,0,6,X,Private                                 
2.06875,1,1,0,1,Nissan,Qashqai,false_alarm,-1.668,1.224,-0.62,-0.028,-0.368,-0.96,4,1,1,0,5,X,CrossOver                               
5.1985,3,0,0,1,Citroen,Berlingo,false_alarm,-0.44,2.716,-5.18,-0.08800001,-0.86,-0.564,0,1,0,1,10,Z,Commercial                              
2.48425,3,1,0,1,Citroen,Berlingo,false_alarm,0.148,0.08000001,2.48,0.044,-0.896,-0.448,2,1,0,1,4,Z,Commercial                              
5.8965,5,1,0,1,Hyundai,Santa Fe,false_alarm,1.416,5.724,-2.128,-0.056,0.052,-1.056,2,1,1,0,11,Y,CrossOver                               
4.46625,3,1,0,1,Hyundai,I20,bumper,2.46,3.728,-1.592,-0.268,0.192,-0.9680001,1,1,1,0,9,Y,Private                                 
2.8,1,0,0,1,Nissan,Qashqai,false_alarm,2.8,-0.008,0.064,0.012,-0.432,-0.904,1,1,1,0,4,X,CrossOver                               
2.69725,1,1,0,1,Dacia,Sandero Stepway,false_alarm,0.268,-2.684,-2.864,0.12,-0.156,-1.012,1,1,1,0,7,Z,Private                                 
5.952,1,0,0,1,Peugeot,2008EV,false_alarm,0.004,-5.952,0.04,0.188,-0.008,-1.044,1,1,1,0,7,Y,CrossOver                               
2.53575,2,1,0,1,Nissan,Juke,false_alarm,-1.24,0.124,2.212,-0.1,0.98,0.352,4,1,0,1,5,Z,CrossOver                               
3.63325,3,1,0,1,Renault,Captur,false_alarm,-1.984,-0.724,-3.044,-0.004,-0.78,-0.688,4,1,0,1,7,Z,Private                                 
4.9575,3,1,0,1,Hyundai,IoniQ,false_alarm,-0.896,-0.012,4.876,-0.144,-0.932,0.324,5,1,0,1,7,Z,Private                                 
2.56275,3,1,0,1,Hyundai,IoniQ,false_alarm,2.508,-0.528,-0.596,-0.348,-0.032,-0.9720001,5,1,1,0,5,X,Private                                 
7.052001,1,0,0,1,MG,ZS EV,false_alarm,7.052001,-0.012,0.056,-0.004,0.364,-1.04,1,1,1,0,9,X,CrossOver                               
4.91925,3,1,0,1,Hyundai,I20,garage,4.392,2.216,-2.776,-0.264,0.168,-0.9680001,0,1,1,0,11,X,Private                                 
-8.1885,7,0,0,1,Jeep,Wrangler,no_answer,-0.5840001,0.6720001,8.168,-0.952,0,-0.04,2,0,1,1,11,Z,Full Size/Luxury Crossover              
2.062,1,1,0,1,Renault,Grand Coupe,false_alarm,0.204,-2.052,-0.296,0.008,-0.08000001,-0.988,4,1,1,0,4,Y,Private                                 
2.111,1,1,0,1,MG,ZS EV,false_alarm,-0.7640001,-1.968,-1.24,0.048,-0.244,-1.048,1,1,1,0,5,Y,CrossOver                               
4.368,5,1,0,1,Citroen,C3,bumper,-0.768,-4.3,4.416,-0.032,0.028,-1.024,3,1,1,0,11,Z,Private                                 
2.0755,1,1,0,1,Nissan,X-trail,false_alarm,-0.312,-2.052,-0.9160001,-0.2,-0.028,-0.952,0,1,1,0,5,Y,CrossOver                               
2.76425,3,1,0,1,Hyundai,Tucson,sidewalk,2.5,-4.792,-1.18,0.044,-1,-0.052,2,1,0,1,10,Y,CrossOver                               
2.11,1,1,0,1,Renault,Grand Coupe,false_alarm,-0.244,2.096,0.368,-0.04,0.036,-1.012,4,1,1,0,4,Y,Private                                 
2.068,1,0,0,1,Nissan,Juke,false_alarm,0.032,-0.008,-2.068,-0.036,0.9680001,-0.012,0,1,0,1,4,Z,CrossOver                               
2.38075,1,1,0,1,Dacia,Duster,no_answer,-0.068,-2.38,-0.7360001,-0.228,0.564,-0.808,4,1,1,0,5,Y,CrossOver                               
2.7625,1,1,0,1,Renault,Clio,bumper,0.7600001,-2.852,2.656,0,-0.7360001,0.728,1,1,0,1,8,Y,Private                                 
4.408,4,1,0,1,Citroen,C3,false_alarm,-0.012,4.408,-6.5,-0.004,0.08800001,-1.004,4,1,1,0,12,Z,Private                                 
2.25675,1,1,0,1,Renault,Captur,false_alarm,0.276,-0.07600001,2.24,0.08000001,-0.756,-0.7360001,4,1,0,1,4,Z,Private                                 
2.65025,5,1,0,1,Peugeot,208 Access,no_answer,0.64,-2.572,0.144,0,0.044,-1.008,4,1,1,0,5,Y,Private                                 
3.641,3,1,0,1,Hyundai,IoniQ,false_alarm,-3.628,-0.308,3.232,-0.308,-0.09200001,-0.992,0,1,1,0,9,X,Private                                 
4.7815,5,1,0,1,Peugeot,3008,false_alarm,-4.036,2.564,-1.1,0.036,-0.08400001,-1.012,4,1,1,0,9,X,Min Van (6+1)                           
4.61425,5,1,0,1,Hyundai,IoniQ,false_alarm,1.44,-0.332,-4.384,0.352,-0.8520001,0.336,4,1,0,1,8,Z,Private                                 
2.13125,2,1,0,1,Nissan,Micra,false_alarm,0.176,2.124,0.728,0.056,0.572,-0.804,1,1,1,0,5,Y,Private                                 
2.1125,1,1,0,1,MG,ZS EV,false_alarm,-0.048,2.112,0.444,-0.14,-0.46,-0.892,1,1,1,0,4,Y,CrossOver                               
2.48575,2,1,0,1,Nissan,X-trail,garage,0.476,2.44,-0.144,0.072,0.008,-1.06,0,1,1,0,5,Y,CrossOver                               
2.648,3,1,0,1,Citroen,Berlingo,false_alarm,0.004,-1.176,2.648,-0.052,-0.8560001,-0.5840001,4,1,0,1,5,Z,Commercial                              
3.65825,7,1,0,1,Hyundai,IoniQ,false_alarm,1.7,3.136,1.884,-0.9480001,-0.176,0.34,4,0,1,1,8,Y,Private                                 
6.8715,4,0,0,1,Toyota,Corolla,false_alarm,-2.052,6.868001,-0.22,-0.844,0.428,0.156,0,0,1,1,11,Y,Private                                 
2.07525,1,1,0,1,Nissan,X-trail,false_alarm,-1.696,1.196,1.648,-0.104,0.456,-0.892,0,1,1,0,6,X,CrossOver                               
5.004,1,0,0,1,Renault,Clio,false_alarm,5.004,0,0.008,-0.004,0.208,-0.9720001,0,1,1,0,7,X,Private                                 
3.07675,3,1,0,1,Hyundai,IoniQ,false_alarm,3.16,0.684,-3,-0.92,-0.204,0.328,4,0,1,1,8,X,Private                                 
4.524,1,0,0,1,Nissan,Qashqai,no_answer,4.524,-0.02,0.028,-0.044,-0.452,-0.936,1,1,1,0,6,X,CrossOver                               
2.768,3,1,0,1,Hyundai,I25,false_alarm,0.26,2.756,-0.9440001,0.108,-0.132,-1.008,1,1,1,0,5,Y,Private                                 
3.1715,4,1,0,1,Citroen,C5 Aircross,false_alarm,1.512,-2.788,0.384,0.008,0.08400001,0.96,1,1,1,0,6,Y,CrossOver                               
2.37625,1,1,0,1,Renault,Clio,false_alarm,2.324,-0.496,-1.124,0.04,-0.18,-1.008,3,1,1,0,5,X,Private                                 
8.128,1,0,0,1,Nissan,X-trail,false_alarm,0.036,-8.128,-0.012,-0.348,-0.004,-0.964,8,1,1,0,10,Y,CrossOver                               
6.2005,3,1,0,1,Toyota,Corolla,false_alarm,5.272,3.264,-2.02,0.04,-0.096,-1.036,1,1,1,0,12,X,Private                                 
2.33275,1,1,0,1,Nissan,X-trail,false_alarm,-0.244,2.32,1.752,-0.264,0.052,-0.952,4,1,1,0,6,Y,CrossOver                               
5.084,1,0,0,1,Dacia,Logan,false_alarm,-0.008,5.084,-0.028,0.08800001,-0.028,-1.036,1,1,1,0,7,Y,Private                                 
2.18075,1,1,0,1,Dacia,Sandero Stepway,false_alarm,-0.656,-2.08,-0.728,-0.156,0.02,-0.9720001,2,1,1,0,5,Y,Private                                 
3.288,3,1,0,1,Toyota,Yaris,false_alarm,-0.836,-3.18,0.6440001,-0.012,0.06,-0.98,2,1,1,0,6,Y,Private                                 
8.168,13,1,0,1,Mitsubishi,Lancer,false_alarm,3.608,-7.328001,0.248,0.008,0.208,-1.016,5,1,1,0,13,Y,Private                                 
4.996,1,0,0,1,Dacia,Sandero Stepway,no_answer,4.996,-0.036,0,0.012,-0.052,-0.956,1,1,1,0,7,X,Private                                 
2.83525,2,1,0,1,Nissan,Qashqai,false_alarm,2.14,-1.86,-0.632,0.024,-0.424,-0.9480001,4,1,1,0,6,X,CrossOver                               
-7.1435,3,1,0,1,Citroen,Berlingo,false_alarm,-6.812,4.736,-6.244,0.044,-0.816,-0.588,0,1,0,1,15,X,Commercial                              
7.7435,5,1,0,1,Hyundai,IoniQ,false_alarm,-7.664001,-1.108,-0.628,-0.352,-0.012,-0.9400001,1,1,1,0,11,X,Private                                 
5.50925,3,1,0,1,Citroen,C5 Aircross D,bumper,-5.472,0.64,5.092,0.272,-0.016,-0.98,1,1,1,0,13,X,CrossOver                               
2.243,1,1,0,1,Nissan,Qashqai,false_alarm,-1.6,-1.572,-1.724,0.032,-0.416,-0.9440001,4,1,1,0,6,Z,CrossOver                               
5.224,3,0,0,1,Toyota,Corolla,false_alarm,-5.172,0.7360001,0.428,-0.012,-0.032,-0.9720001,0,1,1,0,8,X,Private                                 
4.34675,4,1,0,1,Dacia,Logan,false_alarm,0.804,4.272,-0.832,0.156,-0.024,0.9680001,1,1,1,0,7,Y,Private                                 
2.36425,1,1,0,1,Dacia,Sandero Stepway,no_answer,0.64,-2.276,-0.9720001,0.156,-0.216,-0.988,1,1,1,0,5,Y,Private                                 
4.52975,1,0,0,1,Nissan,X-trail,false_alarm,4.528,-0.128,0.02,-0.048,-0.104,-1.02,0,1,1,0,6,X,CrossOver                               
5.056,1,0,0,1,Dacia,Sandero Stepway,false_alarm,-0.004,5.056,-0.008,-0.08800001,0,-1.06,8,1,1,0,7,Y,Private                                 
6.784,1,0,0,1,Nissan,Qashqai,false_alarm,6.784,0,0,-0.008,-0.456,-0.892,1,1,1,0,8,X,CrossOver                               
4.488,1,0,0,1,Nissan,Qashqai,false_alarm,4.488,-0.004,0.004,-0.004,-0.368,-0.956,1,1,1,0,6,X,CrossOver                               
4.488,1,0,0,1,Nissan,Qashqai,false_alarm,4.488,-0.004,0.004,-0.004,-0.368,-0.956,1,1,1,0,6,X,CrossOver                               
4.992,1,0,0,1,Nissan,Qashqai,false_alarm,4.992,0.008,0.012,0,-0.464,-0.9,1,1,1,0,7,X,CrossOver                               
3.4845,4,1,0,1,Hyundai,IoniQ,false_alarm,0.476,-0.656,3.452,0.308,-0.9120001,0.308,2,1,0,1,6,Z,Private                                 
4.468,1,0,0,1,Nissan,Qashqai,no_answer,4.468,0.012,0.008,0.024,-0.368,-0.992,0,1,1,0,6,X,CrossOver                               
7.892,5,0,0,1,Nissan,Qashqai,false_alarm,-2.04,-7.624001,2.96,-0.032,-0.532,-0.8840001,1,1,1,0,14,Y,CrossOver                               
2.8925,1,1,0,1,MG,ZS EV,false_alarm,1.048,-2.696,-5.16,0.028,0.56,-0.876,4,1,1,0,10,Z,CrossOver                               
2.67225,1,1,0,1,Dacia,Sandero Stepway,bumper,2.004,-1.768,-0.8520001,-0.052,-0.16,-1.072,1,1,1,0,6,X,Private                                 
7.8455,12,1,0,1,Peugeot,3008D,accident,7.684,-1.584,-4.364,-0.004,-0.048,-0.98,4,1,1,0,15,X,Min Van (6+1)                           
5.5335,3,1,0,1,Citroen,C5 Aircross,false_alarm,-0.252,-5.528,-4.164,-0.02,-0.024,-1.02,1,1,1,0,11,Y,CrossOver                               
2.92675,1,1,0,1,Nissan,Sentra,false_alarm,2.188,1.944,-2.9,-0.068,0.28,-0.872,4,1,1,0,9,Z,Private                                 
3.97125,4,0,0,1,Citroen,Berlingo,false_alarm,-1.532,2.268,-3.664,0.06,-0.78,-0.7040001,0,1,0,1,9,Z,Commercial                              
3.16475,1,1,0,1,MG,ZS EV,bumper,-1.996,2.456,-2.272,-0.032,0.5560001,-0.812,2,1,1,0,8,Y,CrossOver                               
4.352,1,0,0,1,MG,ZS EV,false_alarm,0.008,4.352,0.012,-0.112,0,-1.028,1,1,1,0,6,Y,CrossOver                               
2.192,1,0,0,1,Nissan,X-trail,false_alarm,-2.192,-0.004,-0.04,0.02,-0.48,-0.8560001,0,1,1,0,4,X,CrossOver                               
4.1045,3,1,0,1,Mitsubishi,Attrage,false_alarm,-0.604,-4.06,0.26,0.012,-0.548,-0.836,4,1,1,0,6,Y,Private                                 
4.496,1,0,0,1,MG,ZS EV,false_alarm,4.496,0.012,0,-0.016,-0.308,-0.984,1,1,1,0,6,X,CrossOver                               
-7.968501,6,1,0,1,Hyundai,IoniQ,false_alarm,3.304,7.12,-7.74,0.232,0.896,-0.356,2,1,0,1,15,Z,Private                                 
2.28,1,1,0,1,MG,ZS EV,false_alarm,-2.244,-0.404,2.504,0.348,0.09200001,-0.932,3,1,1,0,7,Z,CrossOver                               
2.2175,1,1,0,1,Nissan,Sentra,false_alarm,2.076,0.78,-0.532,0.032,-0.156,-1.036,4,1,1,0,5,X,Private                                 
3.21775,3,1,0,1,Citroen,C5 Aircross,false_alarm,2.64,-1.84,1.536,-0.048,0.144,-1.024,11,1,1,0,8,X,CrossOver                               
8.184,1,0,0,1,Nissan,Juke,false_alarm,0.004,-0.012,8.184,0.08000001,-1.016,-0.008,0,1,0,1,10,Z,CrossOver                               
4.3485,3,1,0,1,Hyundai,IoniQ,false_alarm,2.832,1.74,-3.3,0.256,0.9160001,-0.236,0,1,0,1,9,Z,Private                                 
6.916,1,0,0,1,Peugeot,2008EV,false_alarm,6.916,0.008,0.024,-0.008,0.08800001,-1.064,0,1,1,0,8,X,CrossOver                               
4.48,1,0,0,1,Renault,Clio,false_alarm,4.48,0.02,-0.028,0.008,0.2,-0.984,0,1,1,0,6,X,Private                                 
2.874,4,1,0,1,Hyundai,IoniQ,false_alarm,2.868,0.188,-0.352,-0.308,0.004,-0.9760001,4,1,1,0,5,X,Private                                 
2.5335,3,1,0,1,Hyundai,IoniQ,false_alarm,-0.168,0.132,-2.528,0.056,-0.964,0.256,3,1,0,1,4,Z,Private                                 
2.45,1,1,0,1,Renault,Captur,false_alarm,-0.1,-0.756,-2.448,0.004,-0.816,-0.7,3,1,0,1,5,Z,Private                                 
4.23375,10,1,0,1,Peugeot,3008,false_alarm,2.84,-3.14,-4.356,0.024,-0.09200001,-0.9720001,3,1,1,0,12,Z,Min Van (6+1)                           
3.02575,3,1,0,1,Citroen,C5 Aircross,false_alarm,-0.108,3.024,-0.232,0.028,0.144,0.952,8,1,1,0,5,Y,CrossOver                               
2.4635,4,1,0,1,Peugeot,208 Access,false_alarm,-2.38,0.636,2.488,-0.148,-0.46,-0.8560001,3,1,1,0,7,Z,Private                                 
4.15325,4,1,0,1,Mitsubishi,Triton,accident,-3.964,1.24,-2.044,0.14,-0.024,-0.9960001,2,1,1,0,9,X,PickUP Truck                       
4.784,5,1,0,1,Hyundai,I20,false_alarm,-0.7040001,-4.732,2.072,-0.288,0.06,-0.9680001,1,1,1,0,9,Y,Private                                 
2.607,1,1,0,1,Nissan,Qashqai,pit,1.556,-2.092,0.804,0.004,-0.392,-0.92,1,1,1,0,6,Y,CrossOver                               
3.39475,3,1,0,1,Hyundai,IoniQ,false_alarm,2.908,-1.772,1.752,0.34,-0.8840001,0.328,4,1,0,1,8,X,Private                                 
3.714,3,1,0,1,Hyundai,I20,false_alarm,1.892,-3.196,0.64,0.444,-0.484,-0.8,5,1,1,0,7,Y,Private                                 
2.92325,3,1,0,1,Toyota,Corolla,false_alarm,-2.692,1.14,0.788,-0.044,-0.02,0.988,1,1,1,0,6,X,Private                                 
3.74375,6,1,0,1,Hyundai,IoniQ,false_alarm,-3.652,-0.8240001,2.112,-0.332,0.024,-1.008,1,1,1,0,8,X,Private                                 
2.816,1,1,0,1,Nissan,Qashqai,false_alarm,1.42,2.432,0.008,-0.048,-0.324,-1.028,1,1,1,0,5,Y,CrossOver                               
2.11225,1,1,0,1,Nissan,Qashqai,false_alarm,0.228,-2.1,2.336,0.052,-0.396,-0.9400001,3,1,1,0,6,Z,CrossOver                               
2.359,1,1,0,1,Nissan,Sentra,false_alarm,0.74,-2.24,-0.108,0.308,-0.296,-0.96,0,1,1,0,5,Y,Private                                 
2.07125,1,1,0,1,Dacia,Duster,false_alarm,-0.816,1.904,0.936,0.188,-0.612,-0.8200001,2,1,1,0,5,Y,CrossOver                               
-6.9335,9,1,0,1,Hyundai,I20,accident,5.044,7.992001,-4.64,-0.308,0.104,-0.96,2,1,1,0,15,Y,Private                                 
2.4125,1,1,0,1,Dacia,Dokker,false_alarm,-0.148,-0.752,-2.408,-0.068,0.8840001,0.396,2,1,0,1,5,Z,Commercial                              
-5.03775,17,1,0,1,Hyundai,I20,accident,-7.884,8.160001,-5.66,-0.276,0.224,-0.9480001,2,1,1,0,15,Y,Private                                 
2.056,1,1,0,1,Renault,Grand Coupe,false_alarm,0.012,2.056,0.008,-0.024,0.012,-1.016,3,1,1,0,4,Y,Private                                 
-8.070251,9,1,0,1,Hyundai,Tucson,false_alarm,8.128,1.748,-5.148,0.032,-0.036,-1.012,1,1,1,0,15,X,CrossOver                               
2.8845,3,1,0,1,Citroen,C5 Aircross D,false_alarm,-1.224,-2.612,-0.424,0.008,-0.06,-0.984,2,1,1,0,6,Y,CrossOver                               
2.8845,3,1,0,1,Citroen,C5 Aircross D,false_alarm,-1.224,-2.612,-0.424,0.008,-0.06,-0.984,2,1,1,0,6,Y,CrossOver                               
6.0445,1,0,0,1,Peugeot,3008EV,false_alarm,0.08800001,6.044,0.028,-0.012,0.04,-1.052,0,1,1,0,8,Y,CrossOver                               
3.745,3,1,0,1,Nissan,Qashqai,false_alarm,0.604,-3.696,-4.412,-0.008,-0.404,-0.9400001,1,1,1,0,10,Z,CrossOver                               
2.5435,3,1,0,1,Hyundai,Tucson,false_alarm,2.388,-0.876,-3.18,0.108,0.38,-0.932,3,1,1,0,8,Z,CrossOver                               
2.81225,1,1,0,1,Nissan,Qashqai,false_alarm,0.04,1.568,2.812,-0.028,-1.056,0.09200001,1,1,0,1,6,Z,CrossOver                               
2.419,1,1,0,1,Nissan,X-trail,false_alarm,-1.58,-1.832,1.096,-0.052,-0.464,-0.9080001,4,1,1,0,6,Y,CrossOver                               
3.228,3,1,0,1,Hyundai,I20,no_answer,0.02,0.992,-3.228,0.364,-0.928,-0.148,5,1,0,1,6,Z,Private                                 
3.07925,3,1,0,1,Nissan,Qashqai,false_alarm,-3.072,0.212,-3.304,-0.028,-0.476,-0.896,1,1,1,0,8,Z,CrossOver                               
2.64125,2,1,0,1,Renault,Grand Coupe,false_alarm,-0.92,-2.476,-3.452,-0.08000001,0.028,-1.052,0,1,1,0,8,Z,Private                                 
3.619,3,0,0,1,Hyundai,Tucson,no_answer,3.26,1.572,1.276,-0.444,0.012,0.8840001,0,1,1,0,8,X,CrossOver                               
2.476,1,1,0,1,Dacia,Dokker,false_alarm,2.392,0.64,-0.904,0.208,-0.632,-0.748,3,1,1,0,5,X,Commercial                              
2.99275,3,1,0,1,Citroen,C5 Aircross,false_alarm,0.516,-2.948,-0.396,0.044,-0.07600001,-0.964,5,1,1,0,5,Y,CrossOver                               
4.996,1,0,0,1,Nissan,X-trail,false_alarm,4.996,0.008,-0.008,-0.004,0.564,-0.8840001,0,1,1,0,7,X,CrossOver                               
2.88475,3,1,0,1,Citroen,C4 Picasso,false_alarm,-2.868,-0.312,-4.712,0.02,-0.072,-0.984,3,1,1,0,9,Z,Min Van (6+1)                           
5.0635,3,1,0,1,Mitsubishi,Outlander,pit,4.736,-1.792,-0.04,-0.016,-0.064,-1.064,5,1,1,0,8,X,CrossOver                               
2.25825,1,1,0,1,Nissan,Sentra,false_alarm,-0.344,-2.232,0.544,-0.068,-0.32,-0.952,4,1,1,0,5,Y,Private                                 
4.492,1,0,0,1,MG,ZS EV,false_alarm,4.492,-0.028,-0.024,-0.004,0.56,-0.684,1,1,1,0,6,X,CrossOver                               
-7.960001,3,1,0,1,Citroen,Berlingo,false_alarm,4.54,7.096,-3.288,0.052,-0.344,0.92,2,1,1,0,15,Y,Commercial                              
4.18575,5,1,0,1,Hyundai,I20,false_alarm,-4.08,-0.936,2.04,-0.24,0.424,-0.872,2,1,1,0,9,X,Private                                 
3.55925,5,1,0,1,Hyundai,IoniQ,false_alarm,-3.248,-1.456,-0.09200001,-0.352,-0.016,-1.044,3,1,1,0,6,X,Private                                 
3.4285,3,1,0,1,Toyota,Corolla,false_alarm,-3.42,0.244,-0.32,-0.116,-0.052,-1.008,0,1,1,0,5,X,Private                                 
3.4285,3,1,0,1,Toyota,Corolla,false_alarm,-3.42,0.244,-0.32,-0.116,-0.052,-1.008,0,1,1,0,5,X,Private                                 
2.684,1,0,0,1,Renault,Clio,false_alarm,2.684,-0.004,0.02,0,0.176,-1.02,0,1,1,0,4,X,Private                                 
3.48475,5,1,0,1,Nissan,Qashqai,false_alarm,-0.8800001,-3.372,-3.044,0.028,-0.376,-0.992,1,1,1,0,9,Y,CrossOver                               
3.5575,2,1,0,1,Dacia,Sandero Stepway,false_alarm,2.892,-2.072,0.7320001,0.36,0.02,-0.9720001,6,1,1,0,7,X,Private                                 
2.13075,1,1,0,1,Renault,Grand Coupe,false_alarm,-0.216,2.12,0.148,0.016,-0.008,-1.012,4,1,1,0,4,Y,Private                                 
2.29375,1,1,0,1,Nissan,Qashqai,false_alarm,-2.236,0.512,-2.348,-0.136,-0.368,-0.924,1,1,1,0,7,Z,CrossOver                               
2.86475,5,1,0,1,Hyundai,I20,false_alarm,2.66,-1.064,1.824,-0.228,-0.056,0.928,4,1,1,0,7,X,Private                                 
3.0235,10,1,0,1,Hyundai,IoniQ,false_alarm,1.304,-2.824,2.728,0.456,-0.8560001,0.328,1,1,0,1,8,Y,Private                                 
2.80475,3,1,0,1,Mitsubishi,Attrage,no_answer,1.24,2.516,-0.524,0.04,0.524,-0.8520001,3,1,1,0,6,Y,Private                                 
3.185,4,1,0,1,Toyota,RAV 4,false_alarm,0.8840001,-3.06,2.836,-0.1,-0.06,-0.9960001,5,1,1,0,8,Y,CrossOver                               
3.06375,4,1,0,1,Mitsubishi,Lancer,accident,-0.312,3.048,0.9080001,0.008,0.168,-0.956,2,1,1,0,6,Y,Private                                 
-5.14375,16,1,0,1,Nissan,X-trail,accident,-8.004001,7.892,7.884,-0.192,0.3,-0.9680001,0,1,1,0,15,X,CrossOver                               
2.65375,26,1,0,1,Peugeot,2008,false_alarm,0.756,-2.544,-0.892,0.028,0.112,-0.98,3,1,1,0,6,Y,Private                                 
3.2875,2,1,0,1,Nissan,X-trail,false_alarm,-2.116,2.516,0.752,-0.08400001,0.436,-0.928,4,1,1,0,7,Y,CrossOver                               
3.26525,6,1,0,1,Hyundai,Kona,false_alarm,-0.096,3.264,0.532,-0.032,0.096,-0.98,2,1,1,0,5,Y,CrossOver                               
6.076,1,0,0,1,Dacia,Dokker,false_alarm,0.004,6.076,0.004,-0.316,0.008,-0.9400001,0,1,1,0,8,Y,Commercial                              
2.39075,4,1,0,1,Nissan,Juke,accident,0.228,2.38,1.524,0.044,-0.568,0.752,2,1,1,0,6,Y,CrossOver                               
6.024,1,0,0,1,Dacia,Sandero Stepway,false_alarm,6.024,0,0.012,0.012,-0.044,-1.06,10,1,1,0,8,X,Private                                 
3.14475,34,1,0,1,Dacia,Duster,false_alarm,0.236,-1.624,-3.136,0.09200001,-0.716,-0.692,4,1,0,1,6,Z,CrossOver                               
2.78925,4,1,0,1,Hyundai,IoniQ,false_alarm,-0.272,-1.696,2.776,-0.256,-0.9440001,0.296,2,1,0,1,6,Z,Private                                 
2.9475,1,1,0,1,Dacia,Dokker,false_alarm,1.916,2.24,-2.744,0.292,-0.04,-0.9400001,3,1,1,0,8,Z,Commercial                              
4.00625,4,1,0,1,Nissan,Qashqai,false_alarm,-3.98,0.46,-0.664,0.224,-0.364,-0.9440001,2,1,1,0,7,X,CrossOver                               
2.83875,3,1,0,1,Hyundai,I25,false_alarm,-2.492,-1.36,2.448,-0.02,0.384,0.896,5,1,1,0,8,X,Private                                 
3.718,4,1,0,1,Hyundai,Tucson,false_alarm,-0.632,-3.664,1.588,0.08800001,0.144,-0.98,1,1,1,0,7,Y,CrossOver                               
2.68225,3,1,0,1,Citroen,C5 Aircross D,false_alarm,0.66,2.6,-0.9480001,0.028,-0.104,-0.956,0,1,1,0,6,Y,CrossOver                               
3.90375,9,1,0,1,Citroen,C3,false_alarm,-3.408,1.904,0.612,0.096,-0.08000001,-0.9960001,4,1,1,0,7,X,Private                                 
8.068001,1,0,0,1,Renault,Clio,false_alarm,8.068001,0.008,-0.012,-0.004,0.228,-0.936,1,1,1,0,10,X,Private                                 
2.6205,1,0,0,1,Nissan,Juke,false_alarm,2.62,0.004,0.056,0,-0.924,0.32,0,1,0,1,4,X,CrossOver                               
4.496,1,0,0,1,Nissan,X-trail,false_alarm,4.496,-0.008,-0.004,0,-0.392,-0.9400001,0,1,1,0,6,X,CrossOver                               
5.960001,1,0,0,1,Renault,Grand Coupe,false_alarm,-0.004,-5.960001,-0.012,0.024,0.004,-1.064,1,1,1,0,7,Y,Private                                 
4.5,1,0,0,1,Nissan,Qashqai,false_alarm,4.5,0,0.02,-0.02,-0.428,-0.9720001,1,1,1,0,6,X,CrossOver                               
5.30375,11,1,0,1,Hyundai,I20,no_answer,-1.58,5.152,-1.26,-0.8200001,0.128,-0.58,4,0,1,1,9,Y,Private                                 
3.334,3,0,0,1,Citroen,Berlingo,false_alarm,1.652,4.876,-2.896,0.044,-0.7960001,-0.624,0,1,0,1,11,Y,Commercial                              
3.69325,3,0,0,1,Hyundai,IoniQ,false_alarm,-1.844,0.364,-3.2,0.18,-0.956,0.288,0,1,0,1,7,Z,Private                                 
4.48425,1,0,0,1,Nissan,Qashqai,false_alarm,4.484,-0.06,0.024,0,-0.384,-0.924,1,1,1,0,6,X,CrossOver                               
3.212,1,0,0,1,MG,ZS EV,false_alarm,-3.212,0.028,0,0.012,-0.38,-0.924,1,1,1,0,5,X,CrossOver                               
7.816,1,0,0,1,Nissan,Juke,false_alarm,0.008,0.008,-7.816,-0.028,-1.012,0.008,0,1,0,1,9,Z,CrossOver                               
4.964,1,0,0,1,Nissan,Qashqai,false_alarm,4.964,-0.028,0.012,0.028,-0.44,-0.9080001,1,1,1,0,7,X,CrossOver                               
2.4325,1,1,0,1,Nissan,Qashqai,false_alarm,0.284,2.416,3.896,0.056,-0.36,-0.9120001,4,1,1,0,8,Z,CrossOver                               
4.38,1,0,0,1,MG,ZS EV,false_alarm,-0.024,4.38,0.008,0.072,-0.024,-1.056,1,1,1,0,6,Y,CrossOver                               
3.66175,3,0,0,1,Hyundai,Tucson,false_alarm,3.476,1.152,-1.764,-0.164,-0.048,-0.9720001,0,1,1,0,8,X,CrossOver                               
